year,strategy_return,benchmark_return,end_equity,days
2020,0.7907,0.3702000000000001,1790700.0,243
2021,0.2658178366002124,0.2260253977521529,2266700.0,243
2022,0.8329730445140511,-0.2548365974165129,4154800.0,242
2023,0.38488013863483195,0.5178942323054803,5753900.0,242
2024,1.1162689653973827,0.3429819483185095,12176800.0,242
2025,1.1671128703764535,0.16890038404263663,26388500.0,243
